_inputshopbuymultiple;BUY
tournament_match_setup_card_title_loading;Tournament match
tournament_match_setup_title;Tournament match setup
tournamentmatch_play_menu_description;Begin your tournament series against another player. NOTE: Leaving this menu will make you lose the series.
tournamentmatch_play_menu_title;Tournament Match
tournamentmatch_spectator_play_menu_description;Begin your tournament series against another player. NOTE: Leaving this menu or game in-progress will block you from re-joining as spectator. You will be able to receive the invitation to spectate the next game of the series, however.
tracked_action_add_armor_x_times;Add armor {0} times
tracked_action_boost_opponent_units_x_times;Boost opponent units {0} times
tracked_action_boost_with_alchemy_x_times;Boost units with Alchemy cards {0} times
tracked_action_collect_x_coins_from_income;Generate a total Profit of {0}.
tracked_action_complete_x_challenge_quests_with_neutral;Complete {0} quests from challenges without faction alignment
tracked_action_complete_x_challenge_quests_with_syndicate;Complete {0} quests for the Syndicate faction during this challenge.
tracked_action_complete_x_journey_levels;Level up in Journey {0} times
tracked_action_consume_x_times;Consume {0} units
tracked_action_damage_units_with_deploy_units_x_times;Damage units with Deploy units {0} times
tracked_action_damage_with_siege_engines_x_times;Deal damage with Siege Engines {0} times
tracked_action_damage_with_special_x_times;Damage enemy units <strong>{0}</strong> times with Special cards
tracked_action_deal_damage_with_alchemy_x_times;Deal damage with Alchemy cards {0} times
tracked_action_deal_x_damage;Deal {0} damage
tracked_action_deal_x_damage_to_own_units;Deal damage to {0} of your own units
tracked_action_destroy_x_units;Destroy <strong>{0}</strong> enemy units
tracked_action_destroy_x_units_with_destroy_ability;Play cards with Destroy ability and use it to Destroy {0} units
tracked_action_pay_tribute_x_times;Pay for Tribute abilities {0} times.
tracked_action_place_bounty_x_times;Place a Bounty on a unit {0} times.
tracked_action_play_60_cards_with_supported_factions;Play 60 cards using decks from this challenge's supported factions.
tracked_action_play_75_cards_with_supported_factions;Play 75 cards using decks from this challenge's supported factions.
tracked_action_play_consume_cards_x_times;Play {0} cards with Consume
tracked_action_play_create_card_x_times;Play {0} units with Create keyword
tracked_action_play_crime_cards_x_times;Commit {0} Crimes
tracked_action_play_cursed_card_x_times;Play {0} cards with the Cursed category
tracked_action_play_deathblow_cards_x_times;Play {0} cards with Deathblow
tracked_action_play_deathwish_cards_x_times;Play {0} cards with Deathwish
tracked_action_play_heal_cards_x_times;Play {0} cards with Heal keyword
tracked_action_play_hoard_cards_x_times;Play {0} cards with Hoard
tracked_action_play_knight_card_x_times;Play {0} cards with Knight category
tracked_action_play_move_cards_x_times;Play {0} cards with Move
tracked_action_play_poison_units_x_times;Play units with Poison {0} times
tracked_action_play_ranged_card_x_times;Play {0} cards with Ranged keyword
tracked_action_play_special_cards_x_times;Play Special cards {0} times
tracked_action_play_warfare_cards_x_times;Play Warfare cards {0} times
tracked_action_play_x_armor_granting_units;Play {0} units that grant Armor
tracked_action_play_x_bandit_cards;Play {0} Bandit cards
tracked_action_play_x_cards _with_mn_sc_sy;Play {0} cards using either Monsters, Scoia'tael or Syndicate
tracked_action_play_x_cards _with_nr_sk_nl;Play {0} cards using either Northern Realms, Skellige or Nilfgaard
tracked_action_play_x_cards_in_one_round;Play {0} cards in one round
tracked_action_play_x_cards_with_agent_keyword;Play {0} cards with Agent category
tracked_action_play_x_cards_with_beast_keyword;Play {0} cards with the Beast category
tracked_action_play_x_cards_with_blindeyes_tag;Play {0} cards with the Blindeyes category.
tracked_action_play_x_cards_with_consume;Play {0} cards with the Consume keyword
tracked_action_play_x_cards_with_create;Play {0} cards with the Create keyword
tracked_action_play_x_cards_with_crime_tag;Play {0} cards with the Crime category.
tracked_action_play_x_cards_with_crownsplitters_tag;Play {0} cards with the Crownsplitter category.
tracked_action_play_x_cards_with_cutups_tag;Play {0} cards with the Cutups category.
tracked_action_play_x_cards_with_firesworn_tag;Play {0} cards with the Firesworn category.
tracked_action_play_x_cards_with_geralt_keyword;Play {0} Geralt cards
tracked_action_play_x_cards_with_harmony;Play {0} cards with the Harmony keyword
tracked_action_play_x_cards_with_inspire;Play {0} cards with the Inspire keyword
tracked_action_play_x_cards_with_mage_keyword;Play {0} cards with Mage category
tracked_action_play_x_cards_with_mn_sc_sy;Play {0} cards with either Monsters, Scoia'tael or Syndicate
tracked_action_play_x_cards_with_monsters;Play {0} cards using a Monsters deck.
tracked_action_play_x_cards_with_move_keyword;Play {0} units with Move
tracked_action_play_x_cards_with_nilfgaard;Play {0} cards using a Nilfgaard deck.
tracked_action_play_x_cards_with_northern;Play {0} cards using a Northern Realms deck.
tracked_action_play_x_cards_with_nr_sk_nl;Play {0} cards with either Northern Realms, Skellige or Nilfgaard
tracked_action_play_x_cards_with_random;Play {0} cards with random effects
tracked_action_play_x_cards_with_reveal;Play {0} cards with Reveal keyword
tracked_action_play_x_cards_with_scoiatael;Play {0} cards using a Scoia'tael deck.
tracked_action_play_x_cards_with_skellige;Play {0} cards using a Skellige deck.
tracked_action_play_x_cards_with_specter_keyword;Play {0} cards with Specter category
tracked_action_play_x_cards_with_summon_keyword;Play {0} cards with Summon keyword
tracked_action_play_x_cards_with_supported_factions;Play {0} cards with decks from your supported factions.
tracked_action_play_x_cards_with_syndicate;Play {0} cards using a Syndicate deck.
tracked_action_play_x_cards_with_tidecloaks_tag;Play {0} cards with the Tidecloaks category.
tracked_action_play_x_cards_with_veil_keyword;Play {0} cards with Veil keyword
tracked_action_play_x_classic_matches;Play {0} matches in Standard mode
tracked_action_play_x_defender_cards;Play {0} cards with the Defender keyword
tracked_action_play_x_dwarfs;Play {0} cards with Dwarf category
tracked_action_play_x_elves;Play {0} Elves
tracked_action_play_x_fee_cards;Play {0} cards with Fee
tracked_action_play_x_fog_or_foglet_cards;Play {0} Impenetrable Fog or Foglet cards
tracked_action_play_x_games_with_supported_leader;Play {0} matches with your supported leader during this challenge.
tracked_action_play_x_lacerate_cards;Play {0} Lacerate cards
tracked_action_play_x_lock_cards;Play {0} cards with the Lock keyword
tracked_action_play_x_lock_units;Play {0} units with Lock
tracked_action_play_x_lyrian_scythsmen;Play {0} Lyrian Scythesmen
tracked_action_play_x_matches_as_monsters;Play {0} matches using a Monsters deck
tracked_action_play_x_matches_as_nilfgaard;Play {0} matches using a Nilfgaard deck
tracked_action_play_x_matches_as_northern_realms;Play {0} matches using a Northern Realms deck
tracked_action_play_x_matches_as_scoiateal;Play {0} matches using a Scoia'tael deck
tracked_action_play_x_matches_as_skellige;Play {0} matches using a Skellige deck
tracked_action_play_x_matches_as_syndicate;Play {0} matches using a Syndicate deck
tracked_action_play_x_profit;Play {0} cards with Profit
tracked_action_play_x_purify_cards;Play {0} cards with Purify keyword
tracked_action_play_x_rounds_with_syndicate;Play {0} rounds using Syndicate leader.
tracked_action_play_x_seasonal_or_classic_matches;Play {0} Seasonal or Standard matches
tracked_action_play_x_seize_cards;Play {0} cards with Seize keyword
tracked_action_play_x_ships_or_pirates;Play {0} cards with Ship or Pirate category
tracked_action_play_x_siege_engines;Play {0} Siege Engines
tracked_action_play_x_soldiers;Play {0} cards with Soldier category
tracked_action_play_x_spying_cards;Play {0} Spying cards
tracked_action_play_x_thrive_cards;Play {0} cards with Thrive
tracked_action_play_x_units_boost_adjacent_units;Play {0} units that boost adjacent units
tracked_action_play_x_units_with_9_or_more_provision;Play {0} units with 9 or more provisions
tracked_action_play_x_units_with_bonded_keyword;Play {0} units with Bonded keyword
tracked_action_play_x_vampires_or_insectoids;Play {0} cards with Insectoid or Vampire category
tracked_action_play_x_wild_hunt_cards;Play {0} Wild Hunt cards
tracked_action_poison_units_x_times;Poison units {0} times
tracked_action_purify_enemies_x_times;Purify enemy units {0} times
tracked_action_purify_friendlies_x_times;Purify your units {0} times
tracked_action_purify_x_times;Purify units {0} times
tracked_action_reach_max_coins_x_times;Reach the maximum amount of Coins in {0} matches.
tracked_action_remove_armor_x_times;Remove armor {0} times
tracked_action_send_x_gg;Send {0} GG's
tracked_action_spawn_x_ekimmaras;Spawn {0} Ekimmaras
tracked_action_spend_x_coins;Spend {0} Coins.
tracked_action_spend_x_coins_in_one_game;Spend 30 Coins or more in {0} match.
tracked_action_trigger_deathwish_x_times;Trigger Deathwish {0} times
tracked_action_trigger_hoard_x_times;Trigger Hoard {0} times
tracked_action_use_hoard_x_times;Trigger Hoard abilities {0} times.
tracked_action_use_intimidate_x_times;Receive boosts from Intimidate {0} times.
tracked_action_win_5_games_with_supported_factions;Win 5 matches with each of this challenge's supported factions.
tracked_action_win_games_without_using_coins;Using a Syndicate leader, win a match without using any Coins.
tracked_action_win_x_arena_games_with_syndicate;Win {0} Arena matches with any Syndicate ability.
tracked_action_win_x_classic_matches;Win {0} matches in Standard mode
tracked_action_win_x_games _with_mn_sc_sy;Win {0} games using either Monsters, Scoia'tael or Syndicate
tracked_action_win_x_games _with_nr_sk_nl;Win {0} games using either Northern Realms, Skellige or Nilfgaard
tracked_action_win_x_games_with_all_ep2_leaders;Win 100 matches with all Syndicate leaders.
tracked_action_win_x_games_with_cleaver;Win {0} matches using Cleaver.
tracked_action_win_x_games_with_gudrun;Win {0} matches using Gudrun.
tracked_action_win_x_games_with_hemmelfart;Win {0} matches using Hemmelfart.
tracked_action_win_x_games_with_king_of_beggars;Win {0} matches using King of Beggars.
tracked_action_win_x_games_with_mn_sc_sy;Win {0} games with either Monsters, Scoia'tael or Syndicate
tracked_action_win_x_games_with_nr_sk_nl;Win {0} games with either Northern Realms, Skellige or Nilfgaard
tracked_action_win_x_games_with_supported_factions;Win {0} games with factions supported during this challenge.
tracked_action_win_x_games_with_supported_leader;Win {0} matches with your supported leader during this challenge.
tracked_action_win_x_games_with_whoreson_junior;Win {0} matches using Whoreson Junior.
tracked_action_win_x_matches_as_syndicate;Win {0} matches using the Syndicate faction.
tracked_action_win_x_matches_ranked_matches_griffin;Win {0} ranked matches during the Season of Griffin.
tracked_action_win_x_matches_without_destroying_units;Win {0} matches without destroying your opponent's units
tracked_action_win_x_rounds_with_syndicate;Win {0} rounds using a Syndicate leader.
tracked_action_win_x_seasonal_or_classic_matches;Win {0} Seasonal or Standard Matches
tracked_actions_play_x_cards_with_trap;Play {0} cards with the Trap category
tracked_event_acquire_x_gold;Acquire {0} gold
tracked_event_activate_deathblow_x_times;Trigger Deathblow abilities <strong>{0}</strong> times.
tracked_event_assimilate_x_times;Trigger Assimilate abilities <strong>{0}</strong> times.
tracked_event_barricade_x_times;Trigger Barricade {0} times
tracked_event_berserk_x_times;Trigger Berserk abilities <strong>{0}</strong> times.
tracked_event_bond_units_x_times;Trigger Bonded abilities <strong>{0}</strong> times.
tracked_event_boost_disloyal_units_x_times;Boost spying units {0} times
tracked_event_boost_units_x_times;Boost units <strong>{0}</strong> times.
tracked_event_boost_with_vitality_x_times;Boost units with Vitality {0} times
tracked_event_break_shields_x_times;Remove a Shield by damaging a unit <strong>{0}</strong> times.
tracked_event_complete_1_daily_quest;Complete 1 daily quest
tracked_event_complete_a_daily_quest;Complete a Daily Quest
tracked_event_complete_daily_crown_x_times;Complete a Daily Crown {0} times
tracked_event_complete_x_daily_quest;Complete {0} daily quests.
tracked_event_complety_daily_crown_x_times;Complete a Daily Crown <strong>{0}</strong> times.
tracked_event_create_cards_with_anna_x_times;Create <strong>{0}</strong> cards using Anna Henrietta's ability.
tracked_event_create_cards_x_times;Create cards {0} times
tracked_event_damage_unist_using_harald_ability_x_times;Damage units <strong>{0}</strong> times using Harald the Cripple's ability.
tracked_event_damage_units_x_times;Damage units <strong>{0}</strong> times.
tracked_event_damage_with_bleed_x_times;Make an enemy take damage from Bleeding <strong>{0}</strong> times.
tracked_event_damage_with_bleeding_x_times;Damage with Bleeding {0} times
tracked_event_damage_with_detlaff_x_times;Deal damage using Dettlaff's ability <strong>{0}</strong> times.
tracked_event_damage_with_frost_x_times;Damage with Frost {0} times
tracked_event_destroy_footmen_with_lonely_champion;Destroy {0} Flaming Rose Footmen with Lonely Champion
tracked_event_diveristy_x_times;Ignore.
tracked_event_draw_cards_with_calnthe_x_times;Draw a card using Calanthe's ability <strong>{0}</strong> times.
tracked_event_exposed_x_times;Trigger Expose {0} times
tracked_event_finish_x_matches_bronze_cards_only;Finish <strong>{0}</strong> matches using only bronze cards.
tracked_event_finish_x_matches_using_adda;Finish {0} matches using Princess Adda.
tracked_event_finish_x_matches_using_arachas_queen;Finish {0} matches using Arachas Queen.
tracked_event_finish_x_matches_using_ardal;Finish {0} matches using Ardal aep Dahy.
tracked_event_finish_x_matches_using_brouver;Finish {0} matches using Brouver Hoog.
tracked_event_finish_x_matches_using_eithne;Finish {0} matches using Eithne.
tracked_event_finish_x_matches_using_eldain;Finish {0} matches using Eldain.
tracked_event_finish_x_matches_using_emhyr;Finish {0} matches using Emhyr var Emreis.
tracked_event_finish_x_matches_using_eredin;Finish {0} matches using Eredin Breacc Glas.
tracked_event_finish_x_matches_using_filavandrel;Finish {0} matches using Filavandrel Aen Fidhail.
tracked_event_finish_x_matches_using_foltest;Finish {0} matches using King Foltest.
tracked_event_finish_x_matches_using_francesca;Finish {0} matches using Francesca Findabair.
tracked_event_finish_x_matches_using_gernichora;Finish {0} matches using Gernichora.
tracked_event_finish_x_matches_using_henselt;Finish {0} matches using King Henselt.
tracked_event_finish_x_matches_using_meve;Finish {0} matches using Queen Meve.
tracked_event_finish_x_matches_using_morvran;Finish {0} matches using Morvran Voorhis.
tracked_event_finish_x_matches_using_unseen_elder;Finish {0} matches using Unseen Elder.
tracked_event_finish_x_matches_using_usurper;Finish {0} matches using Usurper.
tracked_event_finish_x_matches_using_woodland_spirit;Finish {0} matches using Woodland Spirit.
tracked_event_harmony_x_times;Trigger Harmony abilities <strong>{0}</strong> times.
tracked_event_kill_destroy_damage_x_units;Kill, destroy or damage {0} units
tracked_event_kill_with_poison_x_times;Destroy units only using Poison <strong>{0}</strong> times.
tracked_event_kill_x_beasts;Kill {0} Beasts
tracked_event_kill_x_units;Destroy {0} units
tracked_event_kill_x_units_fix;Kill {0} units
tracked_event_lock_x_units;Lock {0} units
tracked_event_open_kegs;Open {0} kegs
tracked_event_order_x_times;Use Order ability {0} times
tracked_event_place_shields_x_times;Give Shield <strong>{0}</strong> times.
tracked_event_play_alchemy_cards_x_times;Play {0} Alchemy cards.
tracked_event_play_armor_granting_cards_x_times;Play units that grant armor <strong>{0}</strong> times
tracked_event_play_artifact_cards_x_times;Play {0} artifact cards.
tracked_event_play_assimilate_x_times;Play a card with Assimilate <strong>{0}</strong> times.
tracked_event_play_auberon_x_times;Play Auberon {0} times
tracked_event_play_berserk_x_times;Play a card with Berserk <strong>{0}</strong> times.
tracked_event_play_cards_with_bleed_x_times;Play a card with Bleeding <strong>{0}</strong> times.
tracked_event_play_cards_with_dana_x_times;Play a Scoia'tael unit using Dana's ability <strong>{0}</strong> times.
tracked_event_play_common_cards_x_times;Play {0} cards with common rarity.
tracked_event_play_eithne_x_times;Play Eithné {0} times
tracked_event_play_epic_cards_x_times;Play {0} cards with epic rarity.
tracked_event_play_geralts_x_times;Play {0} Geralt cards
tracked_event_play_harald_x_times;Play Harald an Craite {0} times
tracked_event_play_harmony_x_times;Play a card with Harmony <strong>{0}</strong> times.
tracked_event_play_jacques_x_times;Play Jacques {0} times
tracked_event_play_legendary_cards_x_times;Play {0} cards with legendary rarity.
tracked_event_play_match_blaze_of_glory;Play a match with Blaze of Glory ability
tracked_event_play_match_hidden_cache;Play a match with Hidden Cache ability
tracked_event_play_match_imposter;Play a match with Imposter ability
tracked_event_play_match_mahakam_forge;Play a match with Mahakam Forge ability
tracked_event_play_match_overwhelming_hunger;Play a match with Overwhelming Hunger ability
tracked_event_play_match_uprising;Play a match with Uprising ability
tracked_event_play_match_with_supported_faction;Play a match with a supported faction
tracked_event_play_neutral_cards_x_times;Play {0} neutral cards.
tracked_event_play_organic_cards_x_times;Play {0} Organic cards.
tracked_event_play_rare_cards_x_times;Play {0} cards with rare rarity.
tracked_event_play_shield_x_times;Play a card with Shield <strong>{0}</strong> times.
tracked_event_play_special_cards_x_times;Play {0} special cards.
tracked_event_play_spell_cards_x_times;Play {0} Spell cards.
tracked_event_play_tactics_cards_x_times;Play {0} Tactic cards.
tracked_event_play_triss_x_times;Play {0} Triss cards
tracked_event_play_unit_cards_x_times;Play {0} unit cards.
tracked_event_play_usurper_x_times;Play Usurper {0} times
tracked_event_play_viraxas_x_times;Play Viraxas {0} times
tracked_event_play_witcher_cards_x_times;Play witchers <strong>{0}</strong> times
tracked_event_play_witcher_trio_x_times;Play Eskel, Vesemir or Lambert {0} times
tracked_event_play_x_beasts;Play {0} Beasts
tracked_event_play_x_bombs;Play {0} Bombs
tracked_event_play_x_cards;Play <strong>{0}</strong> cards.
tracked_event_play_x_cards_above_8_power;Play {0} units above 8 power
tracked_event_play_x_cards_below_3_power;Play {0} units below 3 power
tracked_event_play_x_cards_below_6_power;Play {0} units below 6 power
tracked_event_play_x_cards_with_assimilate_fee_inspired;Play {0} cards with Assimilate, Fee or Inspired
tracked_event_play_x_cards_with_banish_keyword;Play {0} cards with Banish keyword
tracked_event_play_x_cards_with_charges;Play <strong>{0}</strong> units with Charges.
tracked_event_play_x_cards_with_even_power;Play {0} cards with an even base power
tracked_event_play_x_cards_with_less_provisions_6;Play {0} cards with provision cost 6 or less
tracked_event_play_x_cards_with_less_provisions_y;Play <strong>{0}</strong> cards with 7 provision cost or less.
tracked_event_play_x_cards_with_more_provisions_y;Play <strong>{0}</strong> cards with 8 provision cost or more.
tracked_event_play_x_cards_with_odd_power;Play {0} cards with an odd base power
tracked_event_play_x_cards_with_thrive_harmony_berserk;Play {0} cards with Thrive, Harmony or Berserk
tracked_event_play_x_dandelion_cards;Play {0} Dandelion cards
tracked_event_play_x_gold_cards;Play {0} gold cards in any game mode.
tracked_event_play_x_humans;Play {0} Humans
tracked_event_play_x_matches;Play {0} matches in any game mode
tracked_event_play_x_matches_blaze_of_glory;Play {0} matches with Blaze of Glory ability
tracked_event_play_x_matches_hidden_cache;Play {0} matches with Hidden Cache ability
tracked_event_play_x_matches_imposter;Play {0} matches with Imposter ability
tracked_event_play_x_matches_mahakam_forge;Play {0} matches with Mahakam Forge ability
tracked_event_play_x_matches_overwhelming_hunger;Play {0} matches with Overwhelming Hunger ability
tracked_event_play_x_matches_uprising;Play {0} matches with Uprising ability
tracked_event_play_x_or_less_cards_one_game;Play <strong>{0}</strong> or less cards in the same match.
tracked_event_play_x_or_more_cards_one_game;Play <strong>40</strong> or more cards in one match.
tracked_event_play_x_rounds_with_supported_faction;Play {0} rounds with a supported faction
tracked_event_play_x_seasonal_matches;Play <strong>{0}</strong> Seasonal matches.
tracked_event_play_x_spells;Play {0} Spells
tracked_event_play_x_triss_cards;Play {0} Triss cards
tracked_event_play_x_units_with_destroy_damage_keyword;Play {0} units with destroy or damage keyword
tracked_event_play_x_warriors_cards;Play <strong>{0}</strong> units with the Warrior category.
tracked_event_play_x_yennefer_cards;Play {0} Yennefer cards
tracked_event_purify_unity_x_times;Trigger Purify abilities <strong>{0}</strong> times.
tracked_event_reach_level_5;Reach level 5
tracked_event_reach_level_x;Reach level {0} by playing in any game mode.
tracked_event_reset_orders_with_viraxas;Reset an order ability {0} times with Viraxas
tracked_event_spawn_dryads;Spawn {0} Dryads
tracked_event_spawn_firesworn_tokens;Spawn {0} Firesworn tokens
tracked_event_spawn_flaming_rose_footmen;Spawn {0} Flaming Rose Footmen
tracked_event_spawn_operatives_with_usurper;Spawn {0} Operatives with Usurper
tracked_event_spawn_tokens_with_jacques;Spawn {0} Firesworn tokens with Jacques
tracked_event_spawn_volunteers;Spawn {0} Volunteers
tracked_event_spawn_x_units;Spawn {0} units
tracked_event_spawn_young_dryads_with_eithne;Spawn {0} Young Dryads with Eithne
tracked_event_spawn_zealots_with_jacues;Spawn {0} Firesworn Zealots with Jacques
tracked_event_summon_roach_x_times;Summon Roach {0} times
tracked_event_transform_with_svalblod_x_times;Damage a unit using Svalblod's ability <strong>{0}</strong> times.
tracked_event_trigger_bloodthirst_cards_x_times;Play <strong>{0}</strong> cards with Bloodthirst.
tracked_event_trigger_bloodthirst_x_times;Trigger Bloodthirst {0} times
tracked_event_trigger_conspiracy_x_times;Trigger Conspiracy {0} times
tracked_event_trigger_deathwish_x_times;Trigger Deathwish {0} times
tracked_event_use_calveit_ability_x_times;Play <strong>{0}</strong> cards using Jan Calveit's ability.
tracked_event_use_demavend_ability_x_times;Give <strong>{0}</strong> Charges using King Demavend III's ability.
tracked_event_use_eist_ability_x_times;Play <strong>{0}</strong> Warriors using Eist Tuirseach's ability.
tracked_event_win_1_match_with_each_baseset_leader_from_supported_faction;Win 1 game with each of your supported faction's base set leaders.
tracked_event_win_matches_with_cc_leaders;Win <strong>{0}</strong> matches using Crimson Curse leaders.
tracked_event_win_x_game_in_a_row;Win <strong>{0}</strong> Seasonal matches in a row.
tracked_event_win_x_game_in_a_row_any_mode;Win <strong>{0}</strong> matches in a row in any mode.
tracked_event_win_x_matches_blaze_of_glory;Win {0} matches with Blaze of Glory ability
tracked_event_win_x_matches_bronze_cards_only;Win <strong>{0}</strong> matches using only bronze cards.
tracked_event_win_x_matches_hidden_cache;Win {0} matches with Hidden Cache ability
tracked_event_win_x_matches_imposter;Win {0} matches with Imposter ability
tracked_event_win_x_matches_mahakam_forge;Win {0} matches with Mahakam Forge ability
tracked_event_win_x_matches_overwhelming_hunger;Win {0} matches with Overwhelming Hunger ability
tracked_event_win_x_matches_uprising;Win {0} matches with Uprising ability
tracked_event_win_x_matches_using_adda;Win {0} matches using Princess Adda.
tracked_event_win_x_matches_using_arachas_queen;Win {0} matches using Arachas Queen.
tracked_event_win_x_matches_using_ardal;Win {0} matches using Ardal aep Dahy.
tracked_event_win_x_matches_using_brouver;Win {0} matches using Brouver Hoog.
tracked_event_win_x_matches_using_calveit;Win <strong>{0}</strong> matches with Jan Calveit.
tracked_event_win_x_matches_using_demavend;Win <strong>{0}</strong> matches with King Demavend III.
tracked_event_win_x_matches_using_eist;Win <strong>{0}</strong> matches with Eist Tuirseach.
tracked_event_win_x_matches_using_eithne;Win {0} matches using Eithne.
tracked_event_win_x_matches_using_eldain;Win {0} matches using Eldain.
tracked_event_win_x_matches_using_emhyr;Win {0} matches using Emhyr var Emreis.
tracked_event_win_x_matches_using_eredin;Win {0} matches using Eredin Bréacc Glas.
tracked_event_win_x_matches_using_filavandrel;Win {0} matches using Filavandrel aén Fidháil.
tracked_event_win_x_matches_using_foltest;Win {0} matches using King Foltest.
tracked_event_win_x_matches_using_francesca;Win {0} matches using Francesca Findabair.
tracked_event_win_x_matches_using_gernichora;Win {0} matches using Gernichora.
tracked_event_win_x_matches_using_harald;Win <strong>{0}</strong> matches with Harald the Cripple.
tracked_event_win_x_matches_using_henselt;Win {0} matches using King Henselt.
tracked_event_win_x_matches_using_meve;Win {0} matches using Queen Meve.
tracked_event_win_x_matches_using_morvran;Win {0} matches using Morvran Voorhis.
tracked_event_win_x_matches_using_unseen_elder;Win {0} matches using Unseen Elder.
tracked_event_win_x_matches_using_usurper;Win {0} matches using Usurper.
tracked_event_win_x_matches_using_woodland_spirit;Win {0} matches using Woodland Spirit.
tracked_event_win_x_matches_with_anna;Ignore.
tracked_event_win_x_matches_with_calanthe;Ignore.
tracked_event_win_x_matches_with_dana;Ignore.
tracked_event_win_x_matches_with_detlaff;Ignore.
tracked_event_win_x_matches_with_svalblod;Ignore.
tracked_event_win_x_rounds;Win <strong>{0}</strong> rounds in Seasonal matches.
tracked_event_win_x_rounds_blaze_of_glory;Win {0} rounds with Blaze of Glory ability
tracked_event_win_x_rounds_hidden_cache;Win {0} rounds with Hidden Cache ability
tracked_event_win_x_rounds_imposter;Win {0} rounds with Imposter ability
tracked_event_win_x_rounds_mahakam_forge;Win {0} rounds with Mahakam Forge ability
tracked_event_win_x_rounds_overwhelming_hunger;Win {0} rounds with Overwhelming Hunger ability
tracked_event_win_x_rounds_restricted;Win {0} rounds
tracked_event_win_x_rounds_uprising;Win {0} rounds with Uprising ability
tracked_event_win_x_rounds_with_less_then_y;Win <strong>{0}</strong> rounds with a lead of 5 points or less.
tracked_event_win_x_rounds_with_more_then_y;Win <strong>{0}</strong> rounds by a lead of at least 20 points.
tracked_event_win_x_rounds_with_supported_faction;Win {0} rounds with a supported faction
tracked_event_win_x_seasonal_matches;Win <strong>{0}</strong> Seasonal matches.
tracked_event_win_x_seasonal_rounds;Win <strong>{0}</strong> rounds in the seasonal event.
trakced_event_win_x_games_with_supported_faction;Win {0} games with a supported faction
transaction_failed;Could not start transaction.
transaction_failed_desc;Something went wrong. Please try again.
transaction_failed_title;Transaction Error
transaction_not_verified;We could not complete the transaction using the credit card provided. Please try again with a different card.
transaction_not_verified_title;Transaction error
transaction_success_popup_title;Transaction success!
troop_cards;jcb: EN 1
tutorial_complete;Tutorial Complete
tutorial_complete_text_key;You've mastered the fundamentals of GWENT!\n\nNow you can open the keg  <sprite="PopupIcons" name=Keg> you got to give your card Collection <sprite="PopupIcons" name=Card> a nice boost.\n\nYou can buy more kegs with ore <sprite="PopupIcons" name=Ore> - to earn it, play matches against other players.\n\nYou can also hone your skills in singleplayer Challenges while earning sweet rewards, including new Leaders!
tutorial_complete_title_key;Congratulations!
tutorial_completion_hint_box;Time for some training with your first faction deck. This part will only take a few minutes
tutorial_completion_subtitle;You've completed the tutorial!
tutorial_db_question_question;Do you want to play the Deck Builder tutorial?
tutorial_db_question_title;Deck Builder Tutorial
tutorial_final_reward_hint;You are now free to explore all of the game modes and menus\n\n We gave you some currency so you can buy kegs, craft new cards and upgrade them to their animated versions.\n You can also spend your reward points in our vast reward book.\n Experiment and have fun in Gwent!
tutorial_hint_arena_first_entry;Here you draft a deck out of cards that are not limited to your collection. The first time is free!
tutorial_hint_border_quest;Keep on playing <b><color=#620403>Standard mode</color></b> to learn about other factions.\n\nWhen you finish this step you'll unlock a border.
tutorial_hint_border_quest_hint;Borders are cool additions to your avatars!
tutorial_hint_border_reward_popup;This is your new border! We've already equipped it for you.
tutorial_hint_cardback_equip;Equip your cardback here!
tutorial_hint_cardback_quest;It's time to try <b><color=#620403>Standard mode</color></b>, the best way to experience Gwent.\n\nWhen you finish this step you will get a cardback.
tutorial_hint_cardback_quest_hint;Cardbacks change the visual aspect of your deck.
tutorial_hint_cardback_reward_popup;You've unlocked your first cardback! We've equipped it for you!
tutorial_hint_contract_first_entry;Congratulations! You just claimed your first contract.
tutorial_hint_contract_first_entry_list_reference;You can find all the contracts in your profile.
tutorial_hint_daily_progress_banner;Each round won increases your crown progress.
tutorial_hint_deck_building_first_entry;Time to build your first deck. Choose your faction, ability and finally – your cards.
tutorial_hint_deck_building_first_entry_ability;You can pick abilities here. Select one to learn more details.
tutorial_hint_deck_editing_first_entry;Here you can add cards to your deck and craft new ones.
tutorial_hint_deck_selection;You can select different decks here.
tutorial_hint_deck_selection_first_entry;This is your collection, you can craft cards and make them prettier through transmutation. From here you can also open your deck or create a new one.
tutorial_hint_deck_selection_first_entry_collection;This is your card collection.
tutorial_hint_deck_selection_first_entry_new_deck;Here you can view your deck or create a new one.
tutorial_hint_deck_selection_first_entry_transumation;Here you can transmutate your card to make it pretty/animated.
tutorial_hint_deckbuilder_add_cards;Use <sprite="[PC]" name=Action_Preview> on cards to add them to your deck
tutorial_hint_deckbuilder_add_cards_success;Great! Let's go back and try it out!
tutorial_hint_deckbuilder_locked_decks;Play games and progress in order to unlock more decks.
tutorial_hint_deckbuilder_rules;Every deck contains at least 25 cards - {0} of those are units. Each card has a provision cost - the maximum provision cap for your deck is set by the deck's leader.
tutorial_hint_deckbuilder_unlocked_decks;You can choose between decks and make changes to them.
tutorial_hint_decks_quest;Finishing next <b><color=#620403>Standard match</color></b> will unlock starter decks for all factions.
tutorial_hint_decks_quest_hint;You will then be able to play using different factions!
tutorial_hint_decks_quest_hint_2;You are almost done! Play the last match to complete training.
